Accession,Length,Protein,Geo_Location,Collection_Date
QOE87804,1273,surface glycoprotein,USA: FL,2020-07-24
QOE87816,1273,surface glycoprotein,USA: FL,2020-07-24
QOE87828,1273,surface glycoprotein,USA: FL,2020-07-24
QNU10776,1273,surface glycoprotein,USA: FL,2020-07-24
QNU10788,1273,surface glycoprotein,USA: FL,2020-07-24
QNU10800,1273,surface glycoprotein,USA: FL,2020-07-24
QOW86968,1273,surface glycoprotein,USA: FL,2020-07-23
QOE87661,1273,surface glycoprotein,USA: FL,2020-07-23
QOE87673,1273,surface glycoprotein,USA: FL,2020-07-23
QOE87685,1273,surface glycoprotein,USA: FL,2020-07-23
QOE87697,1273,surface glycoprotein,USA: FL,2020-07-23
QOE87709,1273,surface glycoprotein,USA: FL,2020-07-23
QOE87721,1273,surface glycoprotein,USA: FL,2020-07-23
QNU10752,1273,surface glycoprotein,USA: FL,2020-07-23
QNU12582,1273,surface glycoprotein,USA: FL,2020-07-23
QNO32984,1273,surface glycoprotein,USA: FL,2020-07-23
QNO32996,1273,surface glycoprotein,USA: FL,2020-07-23
QOW86336,1273,surface glycoprotein,USA: FL,2020-07-22
QOE87840,1273,surface glycoprotein,USA: FL,2020-07-22
QNU10716,1273,surface glycoprotein,USA: FL,2020-07-22
QNU10728,1273,surface glycoprotein,USA: FL,2020-07-22
QNU10740,1273,surface glycoprotein,USA: FL,2020-07-22
QNU12474,1273,surface glycoprotein,USA: FL,2020-07-22
QNU12486,1273,surface glycoprotein,USA: FL,2020-07-22
QNU12498,1273,surface glycoprotein,USA: FL,2020-07-22
QNU12522,1273,surface glycoprotein,USA: FL,2020-07-22
QNU12534,1273,surface glycoprotein,USA: FL,2020-07-22
QNU12546,1273,surface glycoprotein,USA: FL,2020-07-22
QNU12558,1273,surface glycoprotein,USA: FL,2020-07-22
QNU12570,1273,surface glycoprotein,USA: FL,2020-07-22
QNO32888,1273,surface glycoprotein,USA: FL,2020-07-22
QNO32948,1273,surface glycoprotein,USA: FL,2020-07-22
QNO32960,1273,surface glycoprotein,USA: FL,2020-07-22
QNO32972,1273,surface glycoprotein,USA: FL,2020-07-22
QNO33008,1273,surface glycoprotein,USA: FL,2020-07-22
QNO33020,1273,surface glycoprotein,USA: FL,2020-07-22
QNO33032,1273,surface glycoprotein,USA: FL,2020-07-22
QOW86288,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12320,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12332,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12344,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12356,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12368,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12380,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12392,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12404,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12416,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12427,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12439,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12451,1273,surface glycoprotein,USA: FL,2020-07-21
QNU12463,1273,surface glycoprotein,USA: FL,2020-07-21
QNO32900,1273,surface glycoprotein,USA: FL,2020-07-21
QNO32912,1273,surface glycoprotein,USA: FL,2020-07-21
QNO32924,1273,surface glycoprotein,USA: FL,2020-07-21
QMU91267,1273,surface glycoprotein,USA: FL,2020-07-21
QMU91279,1273,surface glycoprotein,USA: FL,2020-07-21
QMU91291,1273,surface glycoprotein,USA: FL,2020-07-21
QMU91303,1273,surface glycoprotein,USA: FL,2020-07-21
QMU91315,1273,surface glycoprotein,USA: FL,2020-07-21
QOW86229,1273,surface glycoprotein,USA: FL,2020-07-20
QOW86241,1273,surface glycoprotein,USA: FL,2020-07-20
QOW86253,1273,surface glycoprotein,USA: FL,2020-07-20
QNU10764,1273,surface glycoprotein,USA: FL,2020-07-20
QNU12236,1273,surface glycoprotein,USA: FL,2020-07-20
QNU12248,1273,surface glycoprotein,USA: FL,2020-07-20
QNU12260,1273,surface glycoprotein,USA: FL,2020-07-20
QNU12272,1273,surface glycoprotein,USA: FL,2020-07-20
QNU12284,1273,surface glycoprotein,USA: FL,2020-07-20
QNU12296,1273,surface glycoprotein,USA: FL,2020-07-20
QNU12308,1273,surface glycoprotein,USA: FL,2020-07-20
QNO32828,1273,surface glycoprotein,USA: FL,2020-07-20
QNO32840,1273,surface glycoprotein,USA: FL,2020-07-20
QNO32852,1273,surface glycoprotein,USA: FL,2020-07-20
QNO32864,1273,surface glycoprotein,USA: FL,2020-07-20
QNO32876,1273,surface glycoprotein,USA: FL,2020-07-20
QNO32936,1273,surface glycoprotein,USA: FL,2020-07-20
QOW86086,1273,surface glycoprotein,USA: FL,2020-07-17
QOW86098,1273,surface glycoprotein,USA: FL,2020-07-17
QOW86110,1273,surface glycoprotein,USA: FL,2020-07-17
QOW86122,1273,surface glycoprotein,USA: FL,2020-07-17
QOW86134,1273,surface glycoprotein,USA: FL,2020-07-17
QOW86146,1273,surface glycoprotein,USA: FL,2020-07-17
QOW86158,1273,surface glycoprotein,USA: FL,2020-07-17
QOW86170,1273,surface glycoprotein,USA: FL,2020-07-17
QOW86182,1273,surface glycoprotein,USA: FL,2020-07-17
QOW86194,1273,surface glycoprotein,USA: FL,2020-07-17
QOW86206,1273,surface glycoprotein,USA: FL,2020-07-17
QNU12128,1273,surface glycoprotein,USA: FL,2020-07-17
QNU12140,1273,surface glycoprotein,USA: FL,2020-07-17
QNU12152,1273,surface glycoprotein,USA: FL,2020-07-17
QNU12164,1273,surface glycoprotein,USA: FL,2020-07-17
QNU12176,1273,surface glycoprotein,USA: FL,2020-07-17
QNU12200,1273,surface glycoprotein,USA: FL,2020-07-17
QNU12212,1273,surface glycoprotein,USA: FL,2020-07-17
QNU12224,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32540,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32564,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32576,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32588,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32600,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32612,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32624,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32660,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32672,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32684,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32696,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32708,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32720,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32732,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32744,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32756,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32768,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32780,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32792,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32804,1273,surface glycoprotein,USA: FL,2020-07-17
QNO32816,1273,surface glycoprotein,USA: FL,2020-07-17
QNU12116,1273,surface glycoprotein,USA: FL,2020-07-16
QNO32444,1273,surface glycoprotein,USA: FL,2020-07-16
QNO32456,1273,surface glycoprotein,USA: FL,2020-07-16
QNO32468,1273,surface glycoprotein,USA: FL,2020-07-16
QNO32480,1273,surface glycoprotein,USA: FL,2020-07-16
QNO32492,1273,surface glycoprotein,USA: FL,2020-07-16
QNO32504,1273,surface glycoprotein,USA: FL,2020-07-16
QNO32516,1273,surface glycoprotein,USA: FL,2020-07-16
QNO32528,1273,surface glycoprotein,USA: FL,2020-07-16
QNO32552,1273,surface glycoprotein,USA: FL,2020-07-16
QNO32636,1273,surface glycoprotein,USA: FL,2020-07-16
QNO32648,1273,surface glycoprotein,USA: FL,2020-07-16
QMU91243,1273,surface glycoprotein,USA: FL,2020-07-16
QMU91255,1273,surface glycoprotein,USA: FL,2020-07-16
QMU92191,1273,surface glycoprotein,USA: FL,2020-07-16
QOW86003,1273,surface glycoprotein,USA: FL,2020-07-15
QOW86015,1273,surface glycoprotein,USA: FL,2020-07-15
QOW86027,1273,surface glycoprotein,USA: FL,2020-07-15
QOW86074,1273,surface glycoprotein,USA: FL,2020-07-15
QNU11890,1273,surface glycoprotein,USA: FL,2020-07-15
QNU11948,1273,surface glycoprotein,USA: FL,2020-07-15
QNU11960,1273,surface glycoprotein,USA: FL,2020-07-15
QNU11972,1273,surface glycoprotein,USA: FL,2020-07-15
QNU11984,1273,surface glycoprotein,USA: FL,2020-07-15
QNU11996,1273,surface glycoprotein,USA: FL,2020-07-15
QNU12008,1273,surface glycoprotein,USA: FL,2020-07-15
QNU12020,1273,surface glycoprotein,USA: FL,2020-07-15
QNU12032,1273,surface glycoprotein,USA: FL,2020-07-15
QNU12044,1273,surface glycoprotein,USA: FL,2020-07-15
QNU12056,1273,surface glycoprotein,USA: FL,2020-07-15
QNU12068,1273,surface glycoprotein,USA: FL,2020-07-15
QNU12080,1273,surface glycoprotein,USA: FL,2020-07-15
QNU12104,1273,surface glycoprotein,USA: FL,2020-07-15
QNO32408,1273,surface glycoprotein,USA: FL,2020-07-15
QNO32420,1273,surface glycoprotein,USA: FL,2020-07-15
QNO32432,1273,surface glycoprotein,USA: FL,2020-07-15
QMU92203,1273,surface glycoprotein,USA: FL,2020-07-15
QMU92215,1273,surface glycoprotein,USA: FL,2020-07-15
QMU92227,1273,surface glycoprotein,USA: FL,2020-07-15
QOW85920,1273,surface glycoprotein,USA: FL,2020-07-14
QOW85943,1273,surface glycoprotein,USA: FL,2020-07-14
QOW85955,1273,surface glycoprotein,USA: FL,2020-07-14
QOW85979,1273,surface glycoprotein,USA: FL,2020-07-14
QOW85991,1273,surface glycoprotein,USA: FL,2020-07-14
QOW86039,1273,surface glycoprotein,USA: FL,2020-07-14
QOW86051,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11674,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11686,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11698,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11710,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11722,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11734,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11746,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11758,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11770,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11782,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11794,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11806,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11818,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11830,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11842,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11854,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11866,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11878,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11913,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11925,1273,surface glycoprotein,USA: FL,2020-07-14
QNU11936,1273,surface glycoprotein,USA: FL,2020-07-14
QNU12092,1273,surface glycoprotein,USA: FL,2020-07-14
QNE12032,1273,surface glycoprotein,USA: FL,2020-07-14
QNE12044,1273,surface glycoprotein,USA: FL,2020-07-14
QNE13016,1273,surface glycoprotein,USA: FL,2020-07-14
QNE13028,1273,surface glycoprotein,USA: FL,2020-07-14
QNE13040,1273,surface glycoprotein,USA: FL,2020-07-14
QMU92047,1273,surface glycoprotein,USA: FL,2020-07-14
QMU92059,1273,surface glycoprotein,USA: FL,2020-07-14
QMU92071,1273,surface glycoprotein,USA: FL,2020-07-14
QMU92083,1273,surface glycoprotein,USA: FL,2020-07-14
QMU92095,1273,surface glycoprotein,USA: FL,2020-07-14
QMU92107,1273,surface glycoprotein,USA: FL,2020-07-14
QMU92119,1273,surface glycoprotein,USA: FL,2020-07-14
QMU92155,1273,surface glycoprotein,USA: FL,2020-07-14
QMU92167,1273,surface glycoprotein,USA: FL,2020-07-14
QMU92179,1273,surface glycoprotein,USA: FL,2020-07-14
QOW85909,1273,surface glycoprotein,USA: FL,2020-07-13
QNU11639,1273,surface glycoprotein,USA: FL,2020-07-13
QNU11650,1273,surface glycoprotein,USA: FL,2020-07-13
QNU11662,1273,surface glycoprotein,USA: FL,2020-07-13
QNO32180,1273,surface glycoprotein,USA: FL,2020-07-13
QNO32300,1273,surface glycoprotein,USA: FL,2020-07-13
QNO32312,1273,surface glycoprotein,USA: FL,2020-07-13
QNO32324,1273,surface glycoprotein,USA: FL,2020-07-13
QNO32372,1273,surface glycoprotein,USA: FL,2020-07-13
QNO32396,1273,surface glycoprotein,USA: FL,2020-07-13
QMU92143,1273,surface glycoprotein,USA: FL,2020-07-13
QNO32348,1273,surface glycoprotein,USA: FL,2020-07-12
QNO32360,1273,surface glycoprotein,USA: FL,2020-07-12
QNO32168,1273,surface glycoprotein,USA: FL,2020-07-11
QNO32252,1273,surface glycoprotein,USA: FL,2020-07-11
QNO32096,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32108,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32120,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32132,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32144,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32156,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32192,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32204,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32216,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32228,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32240,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32264,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32276,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32336,1273,surface glycoprotein,USA: FL,2020-07-10
QNO32384,1273,surface glycoprotein,USA: FL,2020-07-10
QNU11615,1273,surface glycoprotein,USA: FL,2020-07-09
QNO31148,1273,surface glycoprotein,USA: FL,2020-07-09
QNO31160,1273,surface glycoprotein,USA: FL,2020-07-09
QNO31172,1273,surface glycoprotein,USA: FL,2020-07-09
QNO31184,1273,surface glycoprotein,USA: FL,2020-07-09
QNO31196,1273,surface glycoprotein,USA: FL,2020-07-09
QNE12968,1273,surface glycoprotein,USA: FL,2020-07-09
QNE12992,1273,surface glycoprotein,USA: FL,2020-07-09
QNE13004,1273,surface glycoprotein,USA: FL,2020-07-09
QOQ72149,1273,surface glycoprotein,USA: FL,2020-07-08
QNU11603,1273,surface glycoprotein,USA: FL,2020-07-08
QNO31052,1273,surface glycoprotein,USA: FL,2020-07-08
QNO31076,1273,surface glycoprotein,USA: FL,2020-07-08
QNO31088,1273,surface glycoprotein,USA: FL,2020-07-08
QNO31100,1273,surface glycoprotein,USA: FL,2020-07-08
QNO31112,1273,surface glycoprotein,USA: FL,2020-07-08
QNO31124,1273,surface glycoprotein,USA: FL,2020-07-08
QNO31136,1273,surface glycoprotein,USA: FL,2020-07-08
QNE12944,1273,surface glycoprotein,USA: FL,2020-07-08
QNE12956,1273,surface glycoprotein,USA: FL,2020-07-08
QNE12980,1273,surface glycoprotein,USA: FL,2020-07-08
QMT97180,1273,surface glycoprotein,USA: FL,2020-07-08
QOQ72125,1273,surface glycoprotein,USA: FL,2020-07-07
QNO30956,1273,surface glycoprotein,USA: FL,2020-07-07
QNO30968,1273,surface glycoprotein,USA: FL,2020-07-07
QNO30992,1273,surface glycoprotein,USA: FL,2020-07-07
QNO31004,1273,surface glycoprotein,USA: FL,2020-07-07
QNO31016,1273,surface glycoprotein,USA: FL,2020-07-07
QNO31028,1273,surface glycoprotein,USA: FL,2020-07-07
QNO31040,1273,surface glycoprotein,USA: FL,2020-07-07
QNE12932,1273,surface glycoprotein,USA: FL,2020-07-07
QOQ72053,1273,surface glycoprotein,USA: FL,2020-07-06
QOQ72089,1273,surface glycoprotein,USA: FL,2020-07-06
QOQ72113,1273,surface glycoprotein,USA: FL,2020-07-06
QOQ72137,1273,surface glycoprotein,USA: FL,2020-07-06
QNO30980,1273,surface glycoprotein,USA: FL,2020-07-06
QNE12896,1273,surface glycoprotein,USA: FL,2020-07-06
QNE12908,1273,surface glycoprotein,USA: FL,2020-07-06
QNE12920,1273,surface glycoprotein,USA: FL,2020-07-06
QMT97144,1273,surface glycoprotein,USA: FL,2020-07-06
QMT97156,1273,surface glycoprotein,USA: FL,2020-07-06
QMT97168,1273,surface glycoprotein,USA: FL,2020-07-06
QOQ71228,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71240,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71252,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71264,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71288,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71300,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71312,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71324,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71921,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71933,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71945,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71957,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71969,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71981,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71993,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ72065,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ72077,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ72101,1273,surface glycoprotein,USA: FL,2020-07-05
QOQ71897,1273,surface glycoprotein,USA: FL,2020-07-04
QOQ71909,1273,surface glycoprotein,USA: FL,2020-07-04
QOQ71766,1273,surface glycoprotein,USA: FL,2020-07-03
QOQ71790,1273,surface glycoprotein,USA: FL,2020-07-03
QOQ71814,1273,surface glycoprotein,USA: FL,2020-07-03
QOQ71826,1273,surface glycoprotein,USA: FL,2020-07-03
QOQ71838,1273,surface glycoprotein,USA: FL,2020-07-03
QOQ71849,1273,surface glycoprotein,USA: FL,2020-07-03
QOQ71861,1273,surface glycoprotein,USA: FL,2020-07-03
QOQ71873,1273,surface glycoprotein,USA: FL,2020-07-03
QOQ71885,1273,surface glycoprotein,USA: FL,2020-07-03
QOQ71754,1273,surface glycoprotein,USA: FL,2020-07-02
QOQ71778,1273,surface glycoprotein,USA: FL,2020-07-02
QOQ71802,1273,surface glycoprotein,USA: FL,2020-07-02
QOQ72005,1273,surface glycoprotein,USA: FL,2020-07-02
QOQ72017,1273,surface glycoprotein,USA: FL,2020-07-02
QOQ72029,1273,surface glycoprotein,USA: FL,2020-07-02
QOQ72041,1273,surface glycoprotein,USA: FL,2020-07-02
QNO31940,1273,surface glycoprotein,USA: FL,2020-07-02
QNO31964,1273,surface glycoprotein,USA: FL,2020-07-02
QNO31976,1273,surface glycoprotein,USA: FL,2020-07-02
QNO31988,1273,surface glycoprotein,USA: FL,2020-07-02
QNO32000,1273,surface glycoprotein,USA: FL,2020-07-02
QNO32012,1273,surface glycoprotein,USA: FL,2020-07-02
QNO32024,1273,surface glycoprotein,USA: FL,2020-07-02
QNO32036,1273,surface glycoprotein,USA: FL,2020-07-02
QNO32048,1273,surface glycoprotein,USA: FL,2020-07-02
QNO32060,1273,surface glycoprotein,USA: FL,2020-07-02
QNO32072,1273,surface glycoprotein,USA: FL,2020-07-02
QNO32084,1273,surface glycoprotein,USA: FL,2020-07-02
QNE12860,1273,surface glycoprotein,USA: FL,2020-07-02
QNE12872,1273,surface glycoprotein,USA: FL,2020-07-02
QNE12884,1273,surface glycoprotein,USA: FL,2020-07-02
QNO31952,1273,surface glycoprotein,USA: FL,2020-07-01
QNE12008,1273,surface glycoprotein,USA: FL,2020-07-01
QNE12020,1273,surface glycoprotein,USA: FL,2020-07-01
QOQ71742,1273,surface glycoprotein,USA: FL,2020-06-30
QOD07285,1273,surface glycoprotein,USA: FL,2020-06-30
QOD07297,1273,surface glycoprotein,USA: FL,2020-06-30
QNO31868,1273,surface glycoprotein,USA: FL,2020-06-30
QNO31880,1273,surface glycoprotein,USA: FL,2020-06-30
QNO31892,1273,surface glycoprotein,USA: FL,2020-06-30
QNO31904,1273,surface glycoprotein,USA: FL,2020-06-30
QNO31916,1273,surface glycoprotein,USA: FL,2020-06-30
QNO31928,1273,surface glycoprotein,USA: FL,2020-06-30
QNG43132,1273,surface glycoprotein,USA: FL,2020-06-30
QMT97084,1273,surface glycoprotein,USA: FL,2020-06-30
QMT97096,1273,surface glycoprotein,USA: FL,2020-06-30
QMT97108,1273,surface glycoprotein,USA: FL,2020-06-30
QMT97120,1273,surface glycoprotein,USA: FL,2020-06-30
QMT97132,1273,surface glycoprotein,USA: FL,2020-06-30
QLI51229,1273,surface glycoprotein,"USA: Florida, Palm Beach county",2020-06-30
QOQ71682,1273,surface glycoprotein,USA: FL,2020-06-29
QOQ71694,1273,surface glycoprotein,USA: FL,2020-06-29
QOQ71706,1273,surface glycoprotein,USA: FL,2020-06-29
QOQ71718,1273,surface glycoprotein,USA: FL,2020-06-29
QOQ71730,1273,surface glycoprotein,USA: FL,2020-06-29
QOD07273,1273,surface glycoprotein,USA: FL,2020-06-29
QNO31844,1273,surface glycoprotein,USA: FL,2020-06-29
QNO31856,1273,surface glycoprotein,USA: FL,2020-06-29
QNG43120,1273,surface glycoprotein,USA: FL,2020-06-29
QNG43144,1273,surface glycoprotein,USA: FL,2020-06-29
QNG43156,1273,surface glycoprotein,USA: FL,2020-06-29
QNG43168,1273,surface glycoprotein,USA: FL,2020-06-29
QNG43180,1273,surface glycoprotein,USA: FL,2020-06-29
QNG43204,1273,surface glycoprotein,USA: FL,2020-06-29
QNG43216,1273,surface glycoprotein,USA: FL,2020-06-29
QNE12740,1273,surface glycoprotein,USA: FL,2020-06-29
QNE12788,1273,surface glycoprotein,USA: FL,2020-06-29
QNE12800,1273,surface glycoprotein,USA: FL,2020-06-29
QNE12812,1273,surface glycoprotein,USA: FL,2020-06-29
QNE12824,1273,surface glycoprotein,USA: FL,2020-06-29
QNE12836,1273,surface glycoprotein,USA: FL,2020-06-29
QNE12848,1273,surface glycoprotein,USA: FL,2020-06-29
QOD07237,1273,surface glycoprotein,USA: FL,2020-06-28
QOD07249,1273,surface glycoprotein,USA: FL,2020-06-28
QOD07261,1273,surface glycoprotein,USA: FL,2020-06-28
QNG43048,1273,surface glycoprotein,USA: FL,2020-06-28
QNG43060,1273,surface glycoprotein,USA: FL,2020-06-28
QNG43072,1273,surface glycoprotein,USA: FL,2020-06-28
QNG43084,1273,surface glycoprotein,USA: FL,2020-06-28
QNG43096,1273,surface glycoprotein,USA: FL,2020-06-28
QNG43108,1273,surface glycoprotein,USA: FL,2020-06-28
QNE12764,1273,surface glycoprotein,USA: FL,2020-06-28
QNE12776,1273,surface glycoprotein,USA: FL,2020-06-28
QLI50461,1273,surface glycoprotein,"USA: Florida, Miami-dade county",2020-06-28
QOD07201,1273,surface glycoprotein,USA: FL,2020-06-27
QOD07213,1273,surface glycoprotein,USA: FL,2020-06-27
QOD07225,1273,surface glycoprotein,USA: FL,2020-06-27
QNG42988,1273,surface glycoprotein,USA: FL,2020-06-27
QNG43000,1273,surface glycoprotein,USA: FL,2020-06-27
QNG43012,1273,surface glycoprotein,USA: FL,2020-06-27
QNG43024,1273,surface glycoprotein,USA: FL,2020-06-27
QNG43036,1273,surface glycoprotein,USA: FL,2020-06-27
QNE12692,1273,surface glycoprotein,USA: FL,2020-06-27
QNE12704,1273,surface glycoprotein,USA: FL,2020-06-27
QNE12716,1273,surface glycoprotein,USA: FL,2020-06-27
QNE12728,1273,surface glycoprotein,USA: FL,2020-06-27
QNE12752,1273,surface glycoprotein,USA: FL,2020-06-27
QOD07177,1273,surface glycoprotein,USA: FL,2020-06-26
QOD07189,1273,surface glycoprotein,USA: FL,2020-06-26
QOD07153,1273,surface glycoprotein,USA: FL,2020-06-25
QOD07165,1273,surface glycoprotein,USA: FL,2020-06-25
QOW85897,1273,surface glycoprotein,USA: FL,2020-06-23
QNU11531,1273,surface glycoprotein,USA: FL,2020-06-23
QNU11543,1273,surface glycoprotein,USA: FL,2020-06-23
QNU11555,1273,surface glycoprotein,USA: FL,2020-06-23
QNU11567,1273,surface glycoprotein,USA: FL,2020-06-23
QNU11579,1273,surface glycoprotein,USA: FL,2020-06-23
QNO31796,1273,surface glycoprotein,USA: FL,2020-06-23
QNO31808,1273,surface glycoprotein,USA: FL,2020-06-23
QNO31820,1273,surface glycoprotein,USA: FL,2020-06-23
QNO31832,1273,surface glycoprotein,USA: FL,2020-06-23
QNG42928,1273,surface glycoprotein,USA: FL,2020-06-23
QNG42940,1273,surface glycoprotein,USA: FL,2020-06-23
QNG42964,1273,surface glycoprotein,USA: FL,2020-06-23
QNG42976,1273,surface glycoprotein,USA: FL,2020-06-23
QNE12668,1273,surface glycoprotein,USA: FL,2020-06-23
QNE12680,1273,surface glycoprotein,USA: FL,2020-06-23
QNG42892,1273,surface glycoprotein,USA: FL,2020-06-22
QNG42904,1273,surface glycoprotein,USA: FL,2020-06-22
QNG42916,1273,surface glycoprotein,USA: FL,2020-06-22
QNG42952,1273,surface glycoprotein,USA: FL,2020-06-22
QNE12596,1273,surface glycoprotein,USA: FL,2020-06-22
QNE12608,1273,surface glycoprotein,USA: FL,2020-06-22
QNE12620,1273,surface glycoprotein,USA: FL,2020-06-22
QNE12632,1273,surface glycoprotein,USA: FL,2020-06-22
QNE12644,1273,surface glycoprotein,USA: FL,2020-06-22
QNE12656,1273,surface glycoprotein,USA: FL,2020-06-22
QNG42808,1273,surface glycoprotein,USA: FL,2020-06-20
QNG42856,1273,surface glycoprotein,USA: FL,2020-06-20
QNG42868,1273,surface glycoprotein,USA: FL,2020-06-20
QNG42880,1273,surface glycoprotein,USA: FL,2020-06-20
QNE12500,1273,surface glycoprotein,USA: FL,2020-06-20
QNE12512,1273,surface glycoprotein,USA: FL,2020-06-20
QNE12548,1273,surface glycoprotein,USA: FL,2020-06-20
QNE12560,1273,surface glycoprotein,USA: FL,2020-06-20
QNE12572,1273,surface glycoprotein,USA: FL,2020-06-20
QNE12584,1273,surface glycoprotein,USA: FL,2020-06-20
QNG42820,1273,surface glycoprotein,USA: FL,2020-06-19
QNG42832,1273,surface glycoprotein,USA: FL,2020-06-19
QNG42844,1273,surface glycoprotein,USA: FL,2020-06-19
QNE12452,1273,surface glycoprotein,USA: FL,2020-06-19
QNE12464,1273,surface glycoprotein,USA: FL,2020-06-19
QNE12476,1273,surface glycoprotein,USA: FL,2020-06-19
QNE12488,1273,surface glycoprotein,USA: FL,2020-06-19
QNE12524,1273,surface glycoprotein,USA: FL,2020-06-19
QNE12536,1273,surface glycoprotein,USA: FL,2020-06-19
QMT96940,1273,surface glycoprotein,USA: FL,2020-06-19
QMT96952,1273,surface glycoprotein,USA: FL,2020-06-19
QMT96964,1273,surface glycoprotein,USA: FL,2020-06-19
QMT96976,1273,surface glycoprotein,USA: FL,2020-06-19
QMT96988,1273,surface glycoprotein,USA: FL,2020-06-19
QMT97000,1273,surface glycoprotein,USA: FL,2020-06-19
QMT97012,1273,surface glycoprotein,USA: FL,2020-06-19
QMT97024,1273,surface glycoprotein,USA: FL,2020-06-19
QMT97036,1273,surface glycoprotein,USA: FL,2020-06-19
QMT97048,1273,surface glycoprotein,USA: FL,2020-06-19
QMT97060,1273,surface glycoprotein,USA: FL,2020-06-19
